company_name,funding_total_usd,funding_type,category,city,founded_year,data_source
SmartSystems,41216586,Series C,Data Analytics,Mountain View,2024,Generated
Aegis Hub,16560152,Series A,Biotech,Menlo Park,2024,Generated
DataSystems18,83774998,Series C,PropTech,Berkeley,2019,Generated
Aegis Labs,118031822,Series D,Data Analytics,Menlo Park,2023,Generated
Zenith Tech,46289367,Series C,Cryptocurrency,Mountain View,2020,Generated
QuantumPlatform,17261039,Series A,Blockchain,San Mateo,2018,Generated
Apex Labs,289517890,Series E,PropTech,Palo Alto,2024,Generated
QuantumAI,82793008,Series C,Cloud Infrastructure,San Mateo,2019,Generated
AINetworks57,76580300,Series C,IoT,Berkeley,2020,Generated
Atlas Networks,439639100,Series E,Biotech,Sunnyvale,2022,Generated
Prism Solutions9,10586100,Series A,CleanTech,Mountain View,2022,Generated
CloudNetworks76,163835786,Series E,AI,South San Francisco,2024,Generated
DataPlatform12,704870,Pre-seed,Consumer Apps,South San Francisco,2020,Generated
Elysium Platform,117280467,Series D,Consumer Apps,Menlo Park,2018,Generated
CyberNetworks72,4771471,Seed,CleanTech,Redwood City,2018,Generated
NetSolutions,67878757,Series C,Cryptocurrency,Menlo Park,2024,Generated
DigitalLabs,215727554,Series E,MarTech,South San Francisco,2020,Generated
Aether Platform,47735473,Series C,Consumer Apps,South San Francisco,2021,Generated
AISolutions,585620,Pre-seed,Gaming,Oakland,2018,Generated
DigitalPlatform17,448712982,Series E,AI,Redwood City,2023,Generated
AINetworks,859350,Pre-seed,Consumer Apps,San Jose,2021,Generated
SmartTech,101374,Pre-seed,Hardware,Menlo Park,2020,Generated
SmartNetworks,3925594,Seed,Hardware,San Francisco,2024,Generated
AIPlatform,13829682,Series A,E-commerce,Mountain View,2023,Generated
MetaLabs,182674281,Series E,Data Analytics,San Francisco,2018,Generated
NetAI,69395096,Series C,Blockchain,Berkeley,2024,Generated
CloudPlatform91,2683999,Seed,SaaS,Palo Alto,2020,Generated
DigitalAI,59130903,Series C,AI,San Francisco,2023,Generated
DataAI,41217351,Series B,DevOps,South San Francisco,2022,Generated
Luminar Solutions95,37625203,Series C,Gaming,San Mateo,2019,Generated
AILabs,96849842,Series D,IoT,Palo Alto,2019,Generated
DataSolutions,55075914,Series C,Cloud Infrastructure,South San Francisco,2022,Generated
MetaHub,252645487,Series E,MarTech,San Mateo,2023,Generated
Aether Platform95,423701998,Series E,E-commerce,San Jose,2021,Generated
CloudNetworks,344987187,Series E,FinTech,Mountain View,2020,Generated
CyberSystems,341988211,Series E,Cloud Infrastructure,South San Francisco,2018,Generated
DigitalTech,18011203,Series B,SaaS,Redwood City,2023,Generated
DigitalApp,219534,Pre-seed,Consumer Apps,Berkeley,2023,Generated
SmartNetworks,44938863,Series B,SaaS,San Francisco,2018,Generated
QuantumNetworks12,822940,Pre-seed,Cybersecurity,Menlo Park,2023,Generated
Apex Hub,210758868,Series E,AgTech,Oakland,2021,Generated
Aether Works,174718236,Series D,Gaming,San Francisco,2022,Generated
DataWorks,113355187,Series D,Biotech,San Mateo,2020,Generated
QuantumHub,133422090,Series D,Robotics,San Mateo,2020,Generated
Apex Tech,877827,Pre-seed,Hardware,South San Francisco,2021,Generated
CloudApp16,13483746,Series A,FinTech,San Jose,2020,Generated
QuantumAI27,19199622,Series A,Cryptocurrency,San Mateo,2019,Generated
SmartWorks,25851691,Series B,PropTech,South San Francisco,2020,Generated
CyberHub,43645292,Series B,FinTech,South San Francisco,2020,Generated
QuantumTech1,1307245,Seed,IoT,San Francisco,2021,Generated
Prism Tech,533175,Pre-seed,E-commerce,Mountain View,2021,Generated
Prism App,372216911,Series E,CleanTech,Sunnyvale,2021,Generated
MetaPlatform74,194997412,Series D,DevOps,Palo Alto,2024,Generated
MetaApp25,82383420,Series C,PropTech,Oakland,2023,Generated
Prism Solutions,4167238,Seed,Enterprise Software,San Francisco,2018,Generated
Orion Systems,160091842,Series E,E-commerce,South San Francisco,2019,Generated
TechNetworks,153715219,Series D,MarTech,Palo Alto,2022,Generated
Zenith Platform,113151863,Series E,Data Analytics,San Jose,2024,Generated
Orion Works14,783673,Pre-seed,Cybersecurity,South San Francisco,2018,Generated
MetaSystems,2446923,Seed,HealthTech,Berkeley,2021,Generated
CyberLabs17,98682776,Series D,Cryptocurrency,San Francisco,2020,Generated
DataNetworks54,15477871,Series A,Cloud Infrastructure,Oakland,2021,Generated
Apex Works65,74838669,Series C,PropTech,South San Francisco,2020,Generated
DigitalNetworks,7172497,Series A,DevOps,Palo Alto,2024,Generated
QuantumHub,225862,Pre-seed,Blockchain,San Jose,2021,Generated
Zenith Labs,2710073,Seed,PropTech,San Mateo,2024,Generated
MetaTech,2772275,Seed,AI,San Francisco,2019,Generated
CloudApp,48567954,Series B,Cryptocurrency,San Jose,2024,Generated
CyberAI,614174,Pre-seed,EdTech,San Francisco,2020,Generated
MetaSystems,11655907,Series A,AI,Sunnyvale,2019,Generated
Prism Solutions,75163915,Series C,Blockchain,Menlo Park,2023,Generated
NetWorks,848856,Pre-seed,SaaS,Sunnyvale,2018,Generated
CyberWorks,334868,Pre-seed,Cloud Infrastructure,San Jose,2021,Generated
Aegis Works,76360008,Series D,SaaS,Sunnyvale,2019,Generated
SmartLabs,91726485,Series D,Enterprise Software,Sunnyvale,2019,Generated
DataPlatform,125002167,Series E,MarTech,Redwood City,2018,Generated
Orion Networks,63621413,Series C,Consumer Apps,San Mateo,2024,Generated
CloudApp89,241705734,Series E,Robotics,Redwood City,2020,Generated
MetaHub25,397710,Pre-seed,AR/VR,San Mateo,2021,Generated
Luminar Works,63039572,Series C,Enterprise Software,Sunnyvale,2018,Generated
QuantumNetworks,213262902,Series E,PropTech,San Jose,2024,Generated
Atlas Systems,7981728,Series A,DevOps,Menlo Park,2022,Generated
AITech87,235450120,Series E,Blockchain,Menlo Park,2023,Generated
CloudNetworks,277479928,Series E,E-commerce,Mountain View,2023,Generated
Luminar AI,76431880,Series C,Data Analytics,Sunnyvale,2021,Generated
QuantumSolutions64,411325,Pre-seed,Biotech,Mountain View,2021,Generated
DigitalHub,955600,Pre-seed,DevOps,San Mateo,2023,Generated
CyberPlatform5,10361684,Series A,Robotics,Berkeley,2024,Generated
SmartHub99,682085,Pre-seed,Gaming,Mountain View,2024,Generated
TechPlatform67,194912129,Series D,Biotech,Palo Alto,2024,Generated
Stellar Networks,410388682,Series E,PropTech,Redwood City,2024,Generated
CyberSolutions,191590,Pre-seed,IoT,Redwood City,2021,Generated
QuantumTech,1742011,Seed,IoT,San Mateo,2024,Generated
Nexus Networks96,3185182,Seed,MarTech,San Mateo,2021,Generated
QuantumPlatform,79936434,Series C,Blockchain,San Jose,2018,Generated
DataTech25,279984,Pre-seed,Gaming,Berkeley,2024,Generated
Prism Platform94,751682,Pre-seed,CleanTech,Mountain View,2018,Generated
SmartWorks21,38302999,Series B,HealthTech,San Mateo,2024,Generated
CloudLabs,15666285,Series A,Cybersecurity,Mountain View,2022,Generated
CyberApp,18038906,Series A,AI,Palo Alto,2018,Generated
Orion Systems81,70774324,Series C,Cloud Infrastructure,San Francisco,2021,Generated
Stellar Works98,112201523,Series D,Cloud Infrastructure,San Jose,2024,Generated
Cipher Networks48,68470905,Series C,SaaS,Oakland,2024,Generated
Quantum Works24,684172,Pre-seed,DevOps,San Francisco,2021,Generated
Nexus Hub22,38643403,Series B,Blockchain,Menlo Park,2024,Generated
MetaSystems,20673611,Series B,Consumer Apps,South San Francisco,2020,Generated
DataApp,180463926,Series D,CleanTech,San Mateo,2021,Generated
MetaSolutions,556101,Pre-seed,AI,Menlo Park,2023,Generated
MetaAI95,4281060,Seed,Cloud Infrastructure,South San Francisco,2019,Generated
DataSystems,16462713,Series A,Cybersecurity,San Jose,2020,Generated
CloudWorks,18672769,Series B,PropTech,Mountain View,2019,Generated
DigitalSolutions,13512186,Series A,DevOps,Mountain View,2022,Generated
DigitalNetworks93,27309139,Series B,FinTech,Oakland,2023,Generated
Quantum App,84146476,Series D,Gaming,Redwood City,2024,Generated
SmartWorks,9063552,Series A,AR/VR,Palo Alto,2020,Generated
TechAI,35373581,Series B,Data Analytics,Palo Alto,2021,Generated
QuantumWorks,22209337,Series B,Cybersecurity,Redwood City,2021,Generated
SmartApp27,7339143,Series A,Data Analytics,Redwood City,2023,Generated
NetWorks,172848448,Series D,Consumer Apps,Redwood City,2022,Generated
AILabs,2983229,Seed,Data Analytics,San Mateo,2019,Generated
CloudPlatform,314480,Pre-seed,Robotics,Sunnyvale,2018,Generated
MetaSolutions,19212145,Series A,Consumer Apps,Redwood City,2021,Generated
DigitalNetworks,45453748,Series C,CleanTech,South San Francisco,2024,Generated
QuantumHub,36665695,Series C,CleanTech,Mountain View,2018,Generated
Stellar Tech32,32045412,Series C,SaaS,Sunnyvale,2020,Generated
SmartNetworks29,492616,Pre-seed,Hardware,San Jose,2024,Generated
Quantum Platform18,60507850,Series C,FinTech,San Jose,2020,Generated
Orion Hub32,90107823,Series D,DevOps,Redwood City,2021,Generated
Apex App,851403,Pre-seed,DevOps,San Francisco,2018,Generated
QuantumWorks,15708097,Series A,AgTech,Oakland,2019,Generated
TechSystems,65642848,Series C,IoT,Menlo Park,2022,Generated
CloudLabs,276595,Pre-seed,SaaS,Berkeley,2018,Generated
AILabs54,214643,Pre-seed,Biotech,Menlo Park,2022,Generated
Stellar Hub12,82653379,Series D,HealthTech,Oakland,2020,Generated
QuantumTech,1171755,Seed,FinTech,Menlo Park,2020,Generated
DigitalPlatform,273236914,Series E,Robotics,Mountain View,2020,Generated
QuantumTech,216075,Pre-seed,MarTech,Oakland,2020,Generated
DigitalLabs69,114919178,Series E,HealthTech,San Jose,2023,Generated
Apex Networks47,13867443,Series A,Robotics,Palo Alto,2019,Generated
MetaApp,280458299,Series E,Robotics,San Mateo,2022,Generated
NetPlatform,92370357,Series C,Hardware,Sunnyvale,2022,Generated
NetTech,80416225,Series C,Robotics,Oakland,2021,Generated
CyberNetworks,3152475,Seed,EdTech,San Jose,2022,Generated
CloudNetworks,4354727,Seed,MarTech,Palo Alto,2024,Generated
SmartSolutions,725868,Pre-seed,MarTech,San Jose,2019,Generated
DataLabs,390001,Pre-seed,Consumer Apps,Mountain View,2019,Generated
QuantumApp,445605612,Series E,EdTech,Oakland,2024,Generated
Aegis Hub,347533230,Series E,HealthTech,Oakland,2019,Generated
Zenith App,2264380,Seed,Gaming,San Jose,2020,Generated
MetaSystems,16042181,Series A,AI,Berkeley,2023,Generated
DataSystems,601996,Pre-seed,AI,San Francisco,2018,Generated
SmartTech,9311066,Series A,SaaS,Menlo Park,2020,Generated
CyberApp,118184648,Series D,FinTech,South San Francisco,2023,Generated
CloudTech13,71682106,Series C,Robotics,Redwood City,2018,Generated
SmartPlatform,166884,Pre-seed,IoT,Berkeley,2022,Generated
MetaTech43,20110749,Series B,AgTech,Menlo Park,2023,Generated
QuantumSolutions,17837459,Series A,E-commerce,Palo Alto,2019,Generated
TechHub,16512789,Series A,FinTech,San Francisco,2022,Generated
Nexus Platform,303587160,Series E,Biotech,Menlo Park,2021,Generated
SmartTech,178201494,Series D,AI,Oakland,2023,Generated
DataApp57,126229086,Series D,SaaS,San Francisco,2022,Generated
CyberNetworks,114079617,Series D,Cybersecurity,San Jose,2022,Generated
AINetworks83,439590,Pre-seed,Cloud Infrastructure,Palo Alto,2019,Generated
Prism Networks,458125,Pre-seed,Robotics,San Mateo,2020,Generated
TechAI88,9426120,Series A,AR/VR,Sunnyvale,2022,Generated
MetaHub,191420330,Series D,DevOps,San Jose,2023,Generated
Atlas Systems25,14154229,Series A,DevOps,Oakland,2021,Generated
Apex Tech,109341223,Series D,HealthTech,Palo Alto,2021,Generated
MetaSystems48,43695735,Series B,Blockchain,San Francisco,2021,Generated
CloudAI19,359072,Pre-seed,Cloud Infrastructure,Berkeley,2023,Generated
Helios Tech,483946351,Series E,Biotech,Menlo Park,2024,Generated
Zephyr AI,33028476,Series B,Data Analytics,Sunnyvale,2020,Generated
AISolutions,487331,Pre-seed,SaaS,San Jose,2019,Generated
TechPlatform,3065669,Seed,AI,San Jose,2019,Generated
DigitalHub40,1989038,Seed,SaaS,South San Francisco,2019,Generated
CyberApp,145154566,Series D,Data Analytics,San Jose,2020,Generated
AITech77,797594,Pre-seed,SaaS,Sunnyvale,2019,Generated
AIApp,242429,Pre-seed,Cloud Infrastructure,South San Francisco,2024,Generated
Orion Labs,17519391,Series A,AgTech,San Francisco,2022,Generated
SmartPlatform,2433231,Seed,AI,San Francisco,2021,Generated
CyberSolutions,17591175,Series B,PropTech,San Jose,2023,Generated
CyberSystems79,798696,Pre-seed,HealthTech,Palo Alto,2018,Generated
NetApp,87864424,Series C,SaaS,Redwood City,2019,Generated
DigitalHub31,17502797,Series A,E-commerce,Palo Alto,2022,Generated
Quantum Hub,83535493,Series C,Cloud Infrastructure,San Francisco,2023,Generated
Zephyr Works43,30599951,Series C,Cybersecurity,Palo Alto,2022,Generated
DataAI,481261,Pre-seed,Hardware,Menlo Park,2022,Generated
CloudSystems,448680931,Series E,Robotics,Menlo Park,2022,Generated
QuantumSolutions,3073489,Seed,Blockchain,Oakland,2022,Generated
Zenith AI,2017344,Seed,DevOps,San Mateo,2023,Generated
MetaSolutions4,3128423,Seed,Robotics,San Francisco,2020,Generated
Quantum Hub,590232,Pre-seed,Consumer Apps,Redwood City,2018,Generated
NetPlatform74,90136401,Series C,Enterprise Software,Menlo Park,2020,Generated
QuantumHub,40690511,Series C,E-commerce,Palo Alto,2024,Generated
QuantumNetworks,4697391,Seed,AR/VR,San Jose,2019,Generated
NetApp54,16462560,Series B,SaaS,Menlo Park,2023,Generated
AISystems44,16329216,Series B,Hardware,Oakland,2019,Generated
CyberAI,812255,Pre-seed,AI,San Mateo,2020,Generated
CloudLabs89,2821130,Seed,Enterprise Software,Oakland,2021,Generated
DigitalApp,2302245,Seed,PropTech,Berkeley,2019,Generated
DigitalPlatform,316832922,Series E,PropTech,Redwood City,2021,Generated
CloudAI,7737972,Series A,Cloud Infrastructure,San Francisco,2023,Generated
CloudPlatform,13693220,Series A,Cloud Infrastructure,Sunnyvale,2020,Generated
CyberApp,62514205,Series C,Hardware,San Jose,2023,Generated
Quantum Labs,12822810,Series A,CleanTech,San Mateo,2019,Generated
AIApp,431958988,Series E,E-commerce,San Jose,2023,Generated
DigitalSystems,19047228,Series A,EdTech,Redwood City,2018,Generated
Elysium Solutions20,939757,Pre-seed,Robotics,Palo Alto,2019,Generated
Zephyr Solutions,83088856,Series C,EdTech,Menlo Park,2024,Generated
DigitalTech,4940988,Seed,Biotech,Mountain View,2022,Generated
Orion App,166145827,Series E,HealthTech,Mountain View,2022,Generated
CloudHub,1843263,Seed,Biotech,Oakland,2022,Generated
QuantumAI68,4830934,Seed,FinTech,Redwood City,2024,Generated
CloudAI,110413051,Series D,Cybersecurity,Berkeley,2019,Generated
DataNetworks,14692633,Series A,FinTech,Berkeley,2023,Generated
Luminar AI,168299322,Series D,CleanTech,Mountain View,2018,Generated
NetTech,31712698,Series B,MarTech,Oakland,2024,Generated
CyberHub,437618629,Series E,Enterprise Software,San Jose,2022,Generated
TechTech,2699546,Seed,Hardware,San Jose,2024,Generated
Apex App,188856381,Series D,Cryptocurrency,Redwood City,2021,Generated
CyberTech6,41304895,Series B,Gaming,Mountain View,2021,Generated
Luminar Solutions,44354890,Series B,FinTech,San Mateo,2020,Generated
Luminar App10,78152710,Series C,DevOps,San Mateo,2019,Generated
SmartApp60,26482298,Series B,Enterprise Software,Menlo Park,2023,Generated
Prism AI,9450773,Series A,EdTech,Redwood City,2020,Generated
SmartApp,15990737,Series A,EdTech,Oakland,2020,Generated
DataSystems,141301270,Series E,FinTech,Redwood City,2021,Generated
Helios Labs74,258486,Pre-seed,Enterprise Software,Mountain View,2024,Generated
TechNetworks,115510203,Series E,Enterprise Software,San Mateo,2020,Generated
DataNetworks,16314706,Series B,Biotech,San Jose,2022,Generated
Quantum App,286927,Pre-seed,EdTech,Menlo Park,2024,Generated
TechAI,960683,Pre-seed,Cryptocurrency,South San Francisco,2021,Generated
QuantumApp,40533344,Series C,IoT,San Mateo,2018,Generated
CyberPlatform,388538,Pre-seed,Data Analytics,San Jose,2019,Generated
Orion Solutions58,39444433,Series B,Cryptocurrency,Berkeley,2018,Generated
MetaSystems,19309193,Series A,FinTech,Menlo Park,2023,Generated
DigitalHub36,85699469,Series D,AR/VR,San Jose,2023,Generated
SmartLabs,35755005,Series C,EdTech,Redwood City,2022,Generated
CloudHub,12738647,Series A,CleanTech,Oakland,2022,Generated
QuantumWorks10,34717519,Series B,MarTech,Berkeley,2018,Generated
Quantum Hub,129018589,Series D,Gaming,South San Francisco,2024,Generated
QuantumAI,17296543,Series A,CleanTech,Menlo Park,2018,Generated
MetaWorks,498036521,Series E,IoT,Sunnyvale,2020,Generated
DataHub91,47917001,Series C,Robotics,Redwood City,2023,Generated
MetaNetworks,7488490,Series A,Cloud Infrastructure,South San Francisco,2019,Generated
CyberSystems,163578074,Series D,CleanTech,Redwood City,2020,Generated
Orion AI16,154212237,Series D,PropTech,South San Francisco,2024,Generated
SmartHub,105433539,Series E,Enterprise Software,Mountain View,2021,Generated
CyberHub,4060081,Seed,Enterprise Software,San Jose,2018,Generated
QuantumNetworks,182219837,Series D,EdTech,Redwood City,2021,Generated
NetWorks33,45680490,Series B,E-commerce,South San Francisco,2022,Generated
MetaWorks35,2883062,Seed,Hardware,Berkeley,2022,Generated
Quantum Labs,78201591,Series C,Biotech,Sunnyvale,2018,Generated
DataApp,3824400,Seed,Cloud Infrastructure,San Francisco,2022,Generated
DigitalPlatform,16019510,Series A,Consumer Apps,Mountain View,2024,Generated
TechApp35,233382496,Series E,Blockchain,San Jose,2019,Generated
Aether App,153770001,Series D,Enterprise Software,San Mateo,2022,Generated
Apex App,361658185,Series E,MarTech,Oakland,2020,Generated
DigitalNetworks,92720922,Series C,AgTech,Mountain View,2018,Generated
Zephyr Networks,190610096,Series E,Hardware,Oakland,2023,Generated
AIHub84,53328832,Series C,PropTech,San Mateo,2023,Generated
Quantum Solutions90,10511377,Series A,DevOps,South San Francisco,2018,Generated
Nexus Platform,16292604,Series A,Blockchain,Sunnyvale,2018,Generated
Zenith Works44,50784918,Series C,IoT,Berkeley,2022,Generated
DataLabs2,6907522,Series A,FinTech,Sunnyvale,2018,Generated
MetaTech,71276240,Series C,FinTech,Berkeley,2023,Generated
MetaSolutions,18845705,Series A,Enterprise Software,Berkeley,2022,Generated
CyberNetworks,47504012,Series B,Data Analytics,Palo Alto,2018,Generated
QuantumWorks,194355,Pre-seed,Robotics,Palo Alto,2021,Generated
Aether Hub,2000619,Seed,MarTech,San Mateo,2023,Generated
Luminar Systems,772296,Pre-seed,E-commerce,San Jose,2021,Generated
CyberSolutions35,2114601,Seed,Consumer Apps,Mountain View,2021,Generated
CloudLabs,29593350,Series B,AgTech,Sunnyvale,2021,Generated
CyberLabs,703831,Pre-seed,PropTech,San Mateo,2020,Generated
DataNetworks,56084474,Series C,Cloud Infrastructure,San Mateo,2022,Generated
SmartNetworks,5635179,Series A,PropTech,San Mateo,2019,Generated
MetaHub,5695465,Series A,Hardware,South San Francisco,2023,Generated
Prism Works,9815388,Series A,FinTech,South San Francisco,2019,Generated
MetaTech3,45682597,Series B,EdTech,San Francisco,2021,Generated
TechLabs17,733260,Pre-seed,PropTech,Sunnyvale,2018,Generated
Orion Solutions,393124,Pre-seed,EdTech,Redwood City,2021,Generated
CyberTech99,6301560,Series A,Robotics,San Jose,2023,Generated
NetHub81,7756278,Series A,IoT,Mountain View,2022,Generated
Aether App,40113415,Series C,E-commerce,San Jose,2018,Generated
NetSolutions,19299684,Series A,DevOps,San Mateo,2023,Generated
Atlas Hub97,468602,Pre-seed,HealthTech,South San Francisco,2021,Generated
CloudApp,225688,Pre-seed,Gaming,Sunnyvale,2021,Generated
SmartAI,430005,Pre-seed,IoT,Berkeley,2023,Generated
DataAI,35445635,Series B,IoT,Sunnyvale,2023,Generated
DigitalLabs26,9460630,Series A,Enterprise Software,San Francisco,2022,Generated
AIApp,226933,Pre-seed,AgTech,Mountain View,2019,Generated
QuantumLabs,30503975,Series B,Cybersecurity,Oakland,2022,Generated
Aether Hub,35977993,Series B,Biotech,Redwood City,2024,Generated
AIApp39,47065958,Series C,Robotics,Palo Alto,2024,Generated
SmartNetworks94,468832792,Series E,Cloud Infrastructure,San Jose,2023,Generated
TechTech,43969680,Series B,CleanTech,San Jose,2020,Generated
QuantumHub,361799558,Series E,Gaming,San Francisco,2021,Generated
CloudApp,75178511,Series C,Enterprise Software,South San Francisco,2019,Generated
CloudPlatform33,182948077,Series D,EdTech,San Jose,2021,Generated
Cipher Solutions,88036046,Series D,Consumer Apps,San Jose,2021,Generated
Zenith Platform53,3616891,Seed,FinTech,Mountain View,2024,Generated
CyberHub,6342091,Series A,Data Analytics,Sunnyvale,2019,Generated
SmartPlatform79,186024874,Series D,HealthTech,South San Francisco,2023,Generated
NetLabs,115290607,Series D,Hardware,Oakland,2018,Generated
Aegis Solutions91,103888851,Series D,E-commerce,Mountain View,2021,Generated
SmartHub,165436300,Series D,AI,San Jose,2021,Generated
Luminar Labs72,841036,Pre-seed,HealthTech,Sunnyvale,2021,Generated
Aegis Tech,162503785,Series D,Robotics,Palo Alto,2020,Generated
Nexus App,158249642,Series D,AR/VR,Redwood City,2024,Generated
Luminar AI,3263539,Seed,DevOps,San Mateo,2020,Generated
Zenith Labs,12190352,Series A,Cloud Infrastructure,South San Francisco,2018,Generated
TechTech,350968195,Series E,Hardware,Berkeley,2020,Generated
DigitalNetworks20,83337336,Series C,HealthTech,Redwood City,2023,Generated
TechNetworks79,20482370,Series B,Blockchain,Berkeley,2024,Generated
DataApp,101344709,Series D,Cryptocurrency,Oakland,2023,Generated
SmartSolutions14,82772535,Series C,DevOps,San Mateo,2019,Generated
CloudNetworks25,467072675,Series E,MarTech,Menlo Park,2023,Generated
Luminar Systems,615695,Pre-seed,FinTech,Mountain View,2021,Generated
QuantumPlatform,370835,Pre-seed,EdTech,Oakland,2022,Generated
CloudApp,14102791,Series A,Cybersecurity,San Mateo,2018,Generated
DigitalWorks,148608499,Series E,Biotech,South San Francisco,2021,Generated
MetaSolutions,332155,Pre-seed,Enterprise Software,Sunnyvale,2018,Generated
DigitalPlatform,2780151,Seed,CleanTech,San Francisco,2023,Generated
NetTech,195663604,Series D,IoT,Mountain View,2023,Generated
TechAI,78575197,Series C,E-commerce,San Jose,2020,Generated
DigitalSolutions,18679656,Series A,Cloud Infrastructure,Menlo Park,2021,Generated
DigitalNetworks71,4149500,Seed,EdTech,Oakland,2018,Generated
CyberWorks,80252394,Series C,CleanTech,Sunnyvale,2023,Generated
Aegis App,187822070,Series D,Cloud Infrastructure,San Mateo,2018,Generated
CloudHub,14210054,Series A,Gaming,Mountain View,2021,Generated
Atlas Tech,18249702,Series A,Consumer Apps,Berkeley,2021,Generated
DataNetworks51,35731424,Series B,IoT,Mountain View,2021,Generated
NetHub,178556490,Series D,DevOps,San Francisco,2024,Generated
DataTech,106618462,Series E,AgTech,San Francisco,2018,Generated
NetNetworks28,24801955,Series B,CleanTech,Sunnyvale,2020,Generated
CyberSolutions93,54482350,Series C,Blockchain,Menlo Park,2020,Generated
TechTech,190849,Pre-seed,AI,Menlo Park,2023,Generated
SmartWorks,377980961,Series E,HealthTech,San Francisco,2018,Generated
CyberWorks,2286145,Seed,DevOps,San Francisco,2022,Generated
TechAI,184751993,Series E,Consumer Apps,South San Francisco,2018,Generated
CloudAI,248396958,Series E,DevOps,Mountain View,2024,Generated
DigitalApp,9588290,Series A,Cloud Infrastructure,Redwood City,2021,Generated
DigitalLabs,11296058,Series A,SaaS,San Francisco,2021,Generated
DataLabs,32063844,Series C,MarTech,Mountain View,2020,Generated
Atlas Hub,3034133,Seed,Cloud Infrastructure,San Francisco,2018,Generated
DigitalNetworks,16173113,Series B,Blockchain,Palo Alto,2021,Generated
MetaSolutions85,1389175,Seed,Cloud Infrastructure,San Mateo,2021,Generated
Orion Tech,29767924,Series B,AgTech,Sunnyvale,2019,Generated
QuantumHub,47375154,Series C,Cryptocurrency,San Francisco,2018,Generated
TechAI,55128007,Series C,IoT,San Jose,2018,Generated
Quantum Labs,8416870,Series A,DevOps,Palo Alto,2023,Generated
DataAI,850645,Pre-seed,Blockchain,Mountain View,2022,Generated
Quantum AI,4465538,Seed,EdTech,San Mateo,2019,Generated
CloudSolutions,14825945,Series A,Blockchain,South San Francisco,2024,Generated
Aether Networks14,37209808,Series B,FinTech,South San Francisco,2020,Generated
QuantumWorks,1568606,Seed,Hardware,San Francisco,2021,Generated
Zenith Networks,13660609,Series A,Blockchain,Menlo Park,2020,Generated
Elysium Labs75,191015647,Series D,AgTech,San Mateo,2018,Generated
AIWorks32,41659213,Series B,AI,San Francisco,2024,Generated
MetaLabs,29726435,Series B,AgTech,Menlo Park,2020,Generated
Prism Tech,175142194,Series D,IoT,South San Francisco,2020,Generated
CloudAI,80286241,Series C,Blockchain,Menlo Park,2018,Generated
Orion Hub38,168088545,Series E,EdTech,San Francisco,2019,Generated
CyberLabs,106715595,Series E,CleanTech,Berkeley,2018,Generated
MetaSolutions,10365090,Series A,HealthTech,South San Francisco,2022,Generated
MetaLabs37,19695642,Series A,DevOps,Redwood City,2024,Generated
Aegis Tech60,303466052,Series E,PropTech,Palo Alto,2018,Generated
QuantumAI,921394,Pre-seed,MarTech,Mountain View,2021,Generated
NetNetworks,180150361,Series D,EdTech,San Francisco,2022,Generated
DataHub99,37591118,Series C,Consumer Apps,San Mateo,2020,Generated
Zenith Platform,76406629,Series C,Consumer Apps,Palo Alto,2019,Generated
Helios App,21837135,Series B,Cryptocurrency,Redwood City,2024,Generated
Apex Labs,469464804,Series E,Consumer Apps,Oakland,2018,Generated
SmartSystems,2491554,Seed,Hardware,Mountain View,2022,Generated
CloudHub,130358729,Series E,FinTech,San Mateo,2022,Generated
Aether Labs8,135359232,Series E,CleanTech,San Francisco,2018,Generated
Cipher Works,94058024,Series D,DevOps,Sunnyvale,2023,Generated
Helios Systems,9750515,Series A,Gaming,Oakland,2021,Generated
AIWorks,16407939,Series B,EdTech,South San Francisco,2020,Generated
TechApp32,874596,Pre-seed,Data Analytics,Mountain View,2020,Generated
TechLabs,3053357,Seed,DevOps,Oakland,2018,Generated
NetApp11,101478682,Series D,EdTech,Berkeley,2021,Generated
SmartHub,16074179,Series B,AR/VR,Palo Alto,2019,Generated
Luminar Hub,480370,Pre-seed,CleanTech,South San Francisco,2018,Generated
AIWorks,4831812,Seed,IoT,South San Francisco,2024,Generated
MetaApp,128667522,Series D,Cryptocurrency,Redwood City,2019,Generated
Aegis Solutions,155058,Pre-seed,CleanTech,San Francisco,2023,Generated
SmartApp,3494960,Seed,AI,Sunnyvale,2020,Generated
Zephyr AI,178056,Pre-seed,CleanTech,Menlo Park,2023,Generated
Aegis AI,197423579,Series D,Hardware,Menlo Park,2018,Generated
Stellar Tech,757950,Pre-seed,Cybersecurity,Sunnyvale,2024,Generated
DataAI,99273074,Series C,Data Analytics,South San Francisco,2019,Generated
CyberApp,95275863,Series C,CleanTech,Mountain View,2020,Generated
NetSystems9,171156537,Series D,Enterprise Software,San Mateo,2022,Generated
QuantumPlatform75,32814488,Series C,Cybersecurity,Mountain View,2020,Generated
MetaAI79,17157470,Series B,E-commerce,Redwood City,2018,Generated
DigitalSolutions10,71511410,Series C,Robotics,San Francisco,2022,Generated
CloudPlatform83,21691565,Series B,Robotics,South San Francisco,2019,Generated
DigitalSolutions,77879788,Series D,Robotics,San Mateo,2023,Generated
Cipher Platform,10420150,Series A,AI,Oakland,2022,Generated
TechSystems67,332047,Pre-seed,Robotics,Menlo Park,2021,Generated
